,Domain,Area Code (M49),Area,Element,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
1510,Emissions Totals,148,Chad,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0005,E,Estimated value
1511,Emissions Totals,148,Chad,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,6.7078,E,Estimated value
1512,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1513,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1514,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1515,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1516,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1517,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1518,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1519,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1520,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1521,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1522,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1523,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1524,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1525,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1526,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1527,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1528,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1529,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1530,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1531,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1532,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1533,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1534,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1535,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1536,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0003,E,Estimated value
1537,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,40.6505,E,Estimated value
1538,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
1539,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,4.5295,E,Estimated value
1540,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0082,E,Estimated value
1541,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,528.867,E,Estimated value
1542,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0082,E,Estimated value
1543,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,530.8866,E,Estimated value
1544,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0092,E,Estimated value
1545,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,592.851,E,Estimated value
1546,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0104,E,Estimated value
1547,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,675.8908,E,Estimated value
1548,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0073,E,Estimated value
1549,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,483.7842,E,Estimated value
1550,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0073,E,Estimated value
1551,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,483.7842,E,Estimated value
1552,Emissions Totals,152,Chile,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0076,E,Estimated value
1553,Emissions Totals,152,Chile,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,431.5446,E,Estimated value
1554,Emissions Totals,159,China,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.036,E,Estimated value
1555,Emissions Totals,159,China,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,4015.5299,E,Estimated value
1556,Emissions Totals,159,China,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0339,E,Estimated value
1557,Emissions Totals,159,China,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,3773.3461,E,Estimated value
1558,Emissions Totals,159,China,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0353,E,Estimated value
1559,Emissions Totals,159,China,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,3860.5872,E,Estimated value
1560,Emissions Totals,159,China,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0366,E,Estimated value
1561,Emissions Totals,159,China,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,3785.1715,E,Estimated value
1562,Emissions Totals,159,China,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0369,E,Estimated value
1563,Emissions Totals,159,China,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,3805.3329,E,Estimated value
1564,Emissions Totals,159,China,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0368,E,Estimated value
1565,Emissions Totals,159,China,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,3862.6944,E,Estimated value
1566,Emissions Totals,159,China,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0371,E,Estimated value
1567,Emissions Totals,159,China,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,3693.5949,E,Estimated value
1568,Emissions Totals,159,China,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0368,E,Estimated value
1569,Emissions Totals,159,China,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,3867.9016,E,Estimated value
1570,Emissions Totals,159,China,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0341,E,Estimated value
1571,Emissions Totals,159,China,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,3585.8813,E,Estimated value
1572,Emissions Totals,159,China,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0345,E,Estimated value
1573,Emissions Totals,159,China,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,3622.1661,E,Estimated value
1574,Emissions Totals,159,China,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.035,E,Estimated value
1575,Emissions Totals,159,China,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,3818.4109,E,Estimated value
1576,Emissions Totals,159,China,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.036,E,Estimated value
1577,Emissions Totals,159,China,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,4011.1628,E,Estimated value
1578,Emissions Totals,159,China,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0396,E,Estimated value
1579,Emissions Totals,159,China,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,4352.7846,E,Estimated value
1580,Emissions Totals,159,China,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0418,E,Estimated value
1581,Emissions Totals,159,China,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,4120.1054,E,Estimated value
1582,Emissions Totals,159,China,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0787,E,Estimated value
1583,Emissions Totals,159,China,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,8630.2633,E,Estimated value
1584,Emissions Totals,159,China,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0765,E,Estimated value
1585,Emissions Totals,159,China,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,8367.7049,E,Estimated value
1586,Emissions Totals,159,China,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0729,E,Estimated value
1587,Emissions Totals,159,China,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,7977.7466,E,Estimated value
1588,Emissions Totals,159,China,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0677,E,Estimated value
1589,Emissions Totals,159,China,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,7373.2757,E,Estimated value
1590,Emissions Totals,159,China,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0579,E,Estimated value
1591,Emissions Totals,159,China,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,6280.2367,E,Estimated value
1592,Emissions Totals,159,China,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0581,E,Estimated value
1593,Emissions Totals,159,China,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,6282.7776,E,Estimated value
1594,Emissions Totals,159,China,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0585,E,Estimated value
1595,Emissions Totals,159,China,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,5994.8132,E,Estimated value
1596,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0046,E,Estimated value
1597,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,631.773,E,Estimated value
1598,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0044,E,Estimated value
1599,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,590.7039,E,Estimated value
1600,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
1601,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,618.2508,E,Estimated value
1602,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0048,E,Estimated value
1603,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,672.0469,E,Estimated value
1604,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0045,E,Estimated value
1605,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,643.6432,E,Estimated value
1606,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0045,E,Estimated value
1607,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,686.1876,E,Estimated value
1608,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0045,E,Estimated value
1609,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,646.5102,E,Estimated value
1610,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0047,E,Estimated value
1611,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,665.4975,E,Estimated value
1612,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0045,E,Estimated value
1613,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,636.5767,E,Estimated value
1614,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0047,E,Estimated value
1615,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,645.7044,E,Estimated value
1616,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.004,E,Estimated value
1617,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,592.5123,E,Estimated value
1618,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0046,E,Estimated value
1619,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,686.5186,E,Estimated value
1620,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0047,E,Estimated value
1621,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,712.3267,E,Estimated value
1622,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.005,E,Estimated value
1623,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,678.8303,E,Estimated value
1624,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
1625,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,560.0479,E,Estimated value
1626,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0037,E,Estimated value
1627,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,527.6503,E,Estimated value
1628,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0038,E,Estimated value
1629,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,546.3455,E,Estimated value
1630,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0037,E,Estimated value
1631,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,525.1288,E,Estimated value
1632,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0036,E,Estimated value
1633,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,522.4127,E,Estimated value
1634,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0038,E,Estimated value
1635,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,513.7803,E,Estimated value
1636,Emissions Totals,344,"China, Hong Kong SAR",Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0038,E,Estimated value
1637,Emissions Totals,344,"China, Hong Kong SAR",Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,369.9218,E,Estimated value
1638,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1639,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,25.8741,E,Estimated value
1640,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1641,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,26.7638,E,Estimated value
1642,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1643,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,24.0959,E,Estimated value
1644,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1645,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,24.0241,E,Estimated value
1646,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1647,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,26.8705,E,Estimated value
1648,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1649,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,28.9337,E,Estimated value
1650,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1651,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,25.1766,E,Estimated value
1652,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
1653,Emissions Totals,446,"China, Macao SAR",Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,20.9508,E,Estimated value
1654,Emissions Totals,446,"China, Macao SAR",Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
